Carbon Monoxide,Butane,Humidity,Temp in °C,Class
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,114,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
234,115,13,24,0
234,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
234,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
232,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
232,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,114,13,24,0
387,151,57,35,1
529,192,105,33,1
683,239,150,36,1
537,194,111,12,1
366,160,71,14,1
217,118,37,16,1
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,114,13,24,0
233,114,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,116,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
232,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,116,13,24,0
233,115,13,24,0
232,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,116,13,24,0
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
234,115,13,24,0
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,114,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
442,168,44,34,1
649,217,76,35,1
438,164,46,15,1
228,113,11,15,1
233,114,13,24,0
234,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,116,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,116,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,114,13,24,0
233,114,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
234,115,13,24,0
233,115,13,24,0
233,114,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,114,13,24,0
233,114,13,24,0
641,197,68,36,1
233,114,13,15,1
233,115,13,24,0
233,114,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,114,13,24,0
234,115,13,24,0
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,116,13,24,0
233,115,13,24,0
232,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
232,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,114,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,114,13,24,0
639,195,68,36,1
246,105,11,13,1
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,114,13,24,0
232,115,13,24,0
233,114,13,24,0
232,115,13,24,0
232,115,13,24,0
233,115,13,24,0
233,114,13,24,0
445,163,53,32,1
670,219,87,33,1
465,176,41,13,1
254,121,5,14,1
233,115,13,24,0
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
233,115,13,24,0
232,115,13,24,0
233,114,13,24,0
233,115,13,24,0
232,115,13,24,0
232,115,13,24,0
232,115,13,24,0
232,115,13,24,0
461,160,70,36,1
672,216,128,34,1
450,160,73,14,1
225,103,20,12,1
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
233,115,13,24,0
233,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,115,13,24,0
233,115,13,24,0
232,114,13,24,0
233,115,13,24,0
233,115,13,24,0
233,114,13,24,0
233,114,13,24,0
233,114,13,24,0
232,115,13,24,0
233,114,13,24,0
232,115,13,24,0
232,115,13,24,0
233,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
233,114,13,24,0
232,115,13,24,0
232,115,13,24,0
232,115,13,24,0
232,114,13,24,0
233,114,13,24,0
233,114,13,24,0
233,114,13,24,0
233,115,13,24,0
232,115,13,24,0
437,173,64,34,1
648,220,121,34,1
415,161,65,14,1
194,114,6,16,1
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
233,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,115,13,24,0
232,115,13,24,0
232,115,13,24,0
232,114,13,24,0
233,115,13,24,0
232,114,13,24,0
232,114,13,24,0
233,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
233,115,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
233,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,115,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
446,162,59,34,1
663,212,106,32,1
447,158,54,12,1
227,114,6,12,1
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
233,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
233,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
233,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
634,195,109,35,1
240,114,14,12,1
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
233,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
233,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
233,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
404,161,47,36,1
569,203,80,35,1
740,240,127,36,1
590,196,87,15,1
423,156,42,16,1
272,119,-4,16,1
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
444,160,47,35,1
675,217,77,36,1
469,167,36,12,1
245,118,10,15,1
232,114,13,24,0
232,115,13,24,0
232,115,13,24,0
233,114,13,24,0
232,115,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
458,172,53,35,1
689,217,94,33,1
455,173,52,14,1
230,114,13,12,1
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
233,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
233,114,13,24,0
233,114,13,24,0
232,114,13,24,0
232,115,13,24,0
233,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
233,114,13,24,0
232,114,13,24,0
232,114,13,24,0
233,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,116,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
233,114,13,24,0
232,114,13,24,0
233,114,13,24,0
232,114,13,24,0
381,150,56,33,1
540,183,92,36,1
682,226,124,32,1
536,185,87,12,1
366,138,45,16,1
204,99,12,16,1
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
396,161,46,34,1
538,203,74,34,1
688,237,101,36,1
539,205,63,12,1
368,172,22,13,1
216,125,-10,12,1
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
629,206,109,35,1
223,119,11,14,1
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
233,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
233,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
233,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
444,172,72,36,1
652,223,127,34,1
418,174,83,15,1
210,118,24,12,1
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
233,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
233,114,13,24,0
232,114,13,24,0
437,172,50,32,1
652,224,88,34,1
433,174,48,16,1
226,126,10,12,1
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
456,160,62,32,1
662,218,113,33,1
449,161,55,12,1
217,111,-4,15,1
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
233,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
233,114,13,24,0
648,196,83,33,1
255,115,19,13,1
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
231,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
231,114,13,24,0
232,114,13,24,0
390,152,42,33,1
559,199,83,32,1
721,237,125,34,1
568,201,87,12,1
397,156,56,14,1
255,111,17,15,1
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
231,114,13,24,0
232,114,13,24,0
232,114,13,24,0
231,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
384,149,42,34,1
530,188,74,34,1
690,226,103,32,1
526,180,67,15,1
364,138,40,16,1
208,98,8,12,1
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
232,114,13,24,0
232,114,13,24,0
231,114,13,24,0
231,114,13,24,0
232,114,13,24,0
231,114,13,24,0
231,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
231,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
231,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
443,173,63,32,1
670,225,112,33,1
454,166,62,15,1
235,118,17,15,1
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
231,114,13,24,0
231,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,113,13,24,0
231,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
635,207,90,32,1
218,127,14,13,1
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
231,114,13,24,0
232,114,13,24,0
232,114,13,24,0
231,114,13,24,0
232,114,13,24,0
231,114,13,24,0
231,114,13,24,0
232,114,13,24,0
232,115,13,24,0
232,114,13,24,0
232,114,13,24,0
231,114,13,24,0
445,164,51,32,1
666,210,88,33,1
461,157,43,12,1
236,110,7,13,1
231,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
231,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
231,114,13,24,0
231,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
231,114,13,24,0
454,163,69,34,1
674,221,133,35,1
470,177,72,13,1
249,130,14,16,1
232,114,13,24,0
232,113,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
231,114,13,24,0
231,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
231,115,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
231,114,13,24,0
232,114,13,24,0
232,115,13,24,0
231,114,13,24,0
231,115,13,24,0
231,114,13,24,0
232,114,13,24,0
231,114,13,24,0
232,114,13,24,0
231,114,13,24,0
231,114,13,24,0
232,114,13,24,0
232,114,13,24,0
231,114,13,24,0
231,114,13,24,0
232,114,13,24,0
232,114,13,24,0
454,168,58,32,1
687,223,97,36,1
469,167,51,16,1
245,123,4,12,1
231,114,13,24,0
232,114,13,24,0
231,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,114,13,24,0
232,115,13,24,0
231,114,13,24,0
231,114,13,24,0
232,115,13,24,0
232,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
232,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,115,13,24,0
231,114,13,24,0
232,114,13,24,0
231,114,13,24,0
232,114,13,24,0
232,115,13,24,0
231,114,13,24,0
231,115,13,24,0
231,114,13,24,0
232,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
387,154,45,34,1
553,200,69,32,1
722,240,87,33,1
568,192,67,13,1
424,149,49,14,1
252,102,23,12,1
231,114,13,24,0
232,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,115,13,24,0
231,115,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
232,114,13,24,0
231,114,13,24,0
232,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
383,160,42,34,1
554,194,60,35,1
698,229,77,33,1
551,189,58,16,1
394,153,32,14,1
232,113,3,16,1
232,114,13,24,0
231,114,13,24,0
231,115,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
438,169,49,33,1
654,216,83,33,1
448,166,49,15,1
230,114,11,13,1
231,114,13,24,0
231,114,13,24,0
232,114,13,24,0
232,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
232,114,13,24,0
231,114,13,24,0
232,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
232,114,13,24,0
231,114,13,24,0
231,113,13,24,0
231,113,13,24,0
232,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,113,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
232,114,13,24,0
395,158,44,34,1
560,191,80,32,1
711,231,120,33,1
546,189,86,13,1
393,149,51,16,1
242,113,11,12,1
231,114,13,24,0
231,114,13,24,0
232,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,113,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
232,114,13,24,0
231,114,13,24,0
231,114,13,24,0
457,172,62,33,1
690,228,111,35,1
481,183,70,16,1
274,128,21,12,1
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,115,13,24,0
231,114,13,24,0
232,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,113,13,24,0
231,114,13,24,0
231,114,13,24,0
231,113,13,24,0
231,114,13,24,0
620,207,87,36,1
203,120,6,12,1
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
232,114,13,24,0
231,115,13,24,0
232,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
649,194,123,32,1
232,109,13,14,1
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,115,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,115,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
232,114,13,24,0
231,114,13,24,0
231,114,13,24,0
232,114,13,24,0
231,113,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
453,166,55,35,1
680,219,97,33,1
470,165,48,15,1
262,107,7,13,1
231,114,13,24,0
231,114,13,24,0
232,114,13,24,0
231,114,13,24,0
231,115,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,115,13,24,0
231,114,13,24,0
231,114,13,24,0
640,193,86,34,1
250,103,10,13,1
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,115,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
232,114,13,24,0
231,114,13,24,0
460,161,58,32,1
691,211,90,34,1
461,159,52,16,1
229,114,11,16,1
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
232,114,13,24,0
232,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
643,193,92,32,1
235,112,17,16,1
231,114,13,24,0
231,114,13,24,0
231,113,13,24,0
232,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,113,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
232,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
457,158,48,36,1
661,203,74,36,1
454,159,35,16,1
242,105,5,12,1
231,115,13,24,0
231,114,13,24,0
231,114,13,24,0
232,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
455,162,62,36,1
667,212,117,32,1
462,167,61,16,1
230,109,6,15,1
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
232,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
232,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
382,147,37,34,1
548,186,75,32,1
700,222,102,32,1
550,179,68,16,1
377,133,38,15,1
220,94,4,16,1
231,114,13,24,0
231,114,13,23,0
231,115,13,23,0
231,113,13,23,0
231,114,13,23,0
231,115,13,23,0
231,115,13,23,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
232,114,13,24,0
231,114,13,24,0
231,115,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,115,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,115,13,24,0
231,114,13,24,0
232,114,13,24,0
463,160,75,33,1
684,208,139,34,1
460,150,76,15,1
246,102,11,14,1
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,114,13,24,0
231,115,13,24,0
232,114,13,24,0
231,113,13,24,0
231,114,13,24,0
